"state","race_ethnicity","category","a","b","c","d","or","log_or","se_log_or","ci_low","ci_high","flag_zero_cell","flag_small_cell_5"
"Idaho","Native Hawaiian or Other Pacific Islander","not_determined",5,38,2294,15032,0.86220345982655,-0.1482640038883,0.476254379519652,0.339011046106762,2.1928335807169,FALSE,FALSE
"Idaho","White","not_determined",1780,11680,519,3390,0.995427191384908,-0.0045832958874799,0.05356474321329,0.896219254207569,1.10561705597875,FALSE,FALSE
"Idaho","American Indian or Alaska Native","not_eligible",46,186,3485,13652,0.968809490751454,-0.0316872903921329,0.165757859263056,0.70007157823306,1.34070837690489,FALSE,FALSE
"Idaho","Asian","not_eligible",35,141,3496,13697,0.972529902461983,-0.0278544559293595,0.189796409425874,0.670416968984145,1.4107853096497,FALSE,FALSE
"Idaho","Black or African American","not_eligible",21,134,3510,13704,0.611863758132415,-0.491245638683444,0.235456165488027,0.3856829102924,0.970686666495265,FALSE,FALSE
"Idaho","Hispanic or Latino","not_eligible",472,1987,3059,11851,0.920279298276325,-0.0830780699287163,0.0550745005693281,0.8261126859939,1.02517973781874,FALSE,FALSE
"Idaho","MU_N","not_eligible",140,704,3391,13134,0.770237393099381,-0.261056508923459,0.094521681192756,0.639979583408643,0.927007137585067,FALSE,FALSE
"Idaho","Native Hawaiian or Other Pacific Islander","not_eligible",7,36,3524,13802,0.761555681674864,-0.27239198827632,0.413510752396491,0.338621246567016,1.71273085245254,FALSE,FALSE
"Idaho","White","not_eligible",2810,10650,721,3188,1.16664778313896,0.154134493815377,0.0463724857843516,1.0652871866945,1.27765269957516,FALSE,FALSE
"Idaho","American Indian or Alaska Native","part_b_eligible",75,157,5070,12067,1.13698036407493,0.128375944676374,0.141360777384094,0.861835226625979,1.49996694072586,FALSE,FALSE
"Idaho","Asian","part_b_eligible",54,122,5091,12102,1.05217500507163,0.0508594551109486,0.164299409201371,0.762488855058783,1.45191924308472,FALSE,FALSE
"Idaho","Black or African American","part_b_eligible",52,103,5093,12121,1.20151969484101,0.183587167937699,0.17093377801696,0.859466838709113,1.6797036395949,FALSE,FALSE
"Idaho","Hispanic or Latino","part_b_eligible",715,1744,4430,10480,0.969878020999441,-0.0305849669390654,0.0478868392740009,0.882988438481698,1.0653178848358,FALSE,FALSE
"Idaho","MU_N","part_b_eligible",243,601,4902,11623,0.958686766445968,-0.042190882639009,0.0779047785671624,0.822929907806977,1.11683912255405,FALSE,FALSE
"Idaho","Native Hawaiian or Other Pacific Islander","part_b_eligible",9,34,5136,12190,0.628264156129742,-0.464794570174422,0.375232746866939,0.301118695717052,1.31083142791078,FALSE,FALSE
"Idaho","White","part_b_eligible",3997,9463,1148,2761,1.01585056561757,0.0157262572537336,0.0398638950236715,0.939500453906339,1.09840539977898,FALSE,FALSE
"Idaho","American Indian or Alaska Native","withdrawn",31,201,3439,13698,0.614314296502367,-0.487248598248345,0.193899392615145,0.420087856358586,0.898340785564308,FALSE,FALSE
"Idaho","Asian","withdrawn",27,149,3443,13750,0.723674335827776,-0.323413800184937,0.210027660287017,0.479472846833043,1.0922506827965,FALSE,FALSE
"Idaho","Black or African American","withdrawn",25,130,3445,13769,0.768616724349671,-0.263162841590768,0.219214986645112,0.500161508651808,1.18116180219955,FALSE,FALSE
"Idaho","Hispanic or Latino","withdrawn",423,2036,3047,11863,0.808881066306967,-0.212103385948741,0.057163910841487,0.723145630932056,0.904781210648523,FALSE,FALSE
"Idaho","MU_N","withdrawn",180,664,3290,13235,1.0905170835317,0.0866519723155605,0.086261742703979,0.920884144882005,1.29139752930251,FALSE,FALSE
"Idaho","Native Hawaiian or Other Pacific Islander","withdrawn",7,36,3463,13863,0.778395418230821,-0.250520634264843,0.413516410869763,0.346105097665274,1.75062266117997,FALSE,FALSE
"Idaho","White","withdrawn",2777,10683,693,3216,1.20632813471904,0.187581146469866,0.0469856809002458,1.10019695294109,1.32269732680548,FALSE,FALSE
"Illinois","American Indian or Alaska Native","dismissed",6,89,13176,165170,0.845101410122593,-0.168298646846425,0.421882177460452,0.369654048543606,1.93206701294101,FALSE,FALSE
"Illinois","Asian","dismissed",283,5861,12899,159398,0.596680080018477,-0.516374188590234,0.0615466266080401,0.528873727105136,0.673179815226633,FALSE,FALSE
"Illinois","Black or African American","dismissed",3563,20436,9619,144823,2.62498933479892,0.965076833101588,0.0209871748808,2.51920145995377,2.73521951989284,FALSE,FALSE
"Illinois","Hispanic or Latino","dismissed",3724,44297,9458,120962,1.07518948075137,0.0724969072115147,0.0201271213474174,1.03359989180728,1.11845253533941,FALSE,FALSE
"Illinois","MU_N","dismissed",440,4040,12742,161219,1.37800227205266,0.320634821394654,0.0510385676066975,1.24682363952029,1.52298224190945,FALSE,FALSE
"Illinois","Native Hawaiian or Other Pacific Islander","dismissed",2,63,13180,165196,0.397899655562782,-0.921555427187273,0.718300036073016,0.0973518544644427,1.62630837150418,FALSE,TRUE
"Illinois","White","dismissed",5164,90473,8018,74786,0.532379710229261,-0.630398303200043,0.0185146489030027,0.513406671930572,0.55205390065932,FALSE,FALSE
"Illinois","American Indian or Alaska Native","moved_out",11,84,4921,173425,4.61500033868455,1.52931194134258,0.320971696142706,2.46011332732847,8.65741748132678,FALSE,FALSE
"Illinois","Asian","moved_out",332,5812,4600,167697,2.08247568748317,0.733557420312761,0.0583734566771358,1.85734016457355,2.33490077460001,FALSE,FALSE
"Illinois","Black or African American","moved_out",834,23165,4098,150344,1.32083294488991,0.27826255644559,0.0386378341436799,1.22449976013748,1.42474480200035,FALSE,FALSE
"Illinois","Hispanic or Latino","moved_out",785,47236,4147,126273,0.506026203014327,-0.681166826422153,0.0392952053777692,0.468515811364598,0.546539757946034,FALSE,FALSE
"Illinois","MU_N","moved_out",135,4345,4797,169164,1.09567616699448,0.0913716767957987,0.0886111282569951,0.920989968650574,1.30349548180061,FALSE,FALSE
"Illinois","Native Hawaiian or Other Pacific Islander","moved_out",4,61,4928,173448,2.307962529274,0.83636511336415,0.516335288468256,0.838909829529636,6.34953942489797,FALSE,TRUE
"Illinois","White","moved_out",2831,92806,2101,80703,1.1717297088378,0.158481040698516,0.0291952423986155,1.10656250251538,1.24073471444424,FALSE,FALSE
"Illinois","American Indian or Alaska Native","not_determined",7,88,23976,154370,0.512155147571814,-0.669127677243505,0.392770881734411,0.237174622479424,1.10594840393205,FALSE,FALSE
"Illinois","Asian","not_determined",616,5528,23367,148930,0.710218382238685,-0.342182775622131,0.0430555900301339,0.652743041279336,0.772754542861341,FALSE,FALSE
"Illinois","Black or African American","not_determined",5510,18489,18473,135969,2.19351520735355,0.78550537451715,0.0172354893561747,2.12065248098143,2.2688813976086,FALSE,FALSE
"Illinois","Hispanic or Latino","not_determined",8658,39363,15325,115095,1.65190613207002,0.501929852703564,0.0146576264378668,1.60512382780339,1.70005193487463,FALSE,FALSE
"Illinois","MU_N","not_determined",381,4099,23602,150359,0.592144473017501,-0.524004631612307,0.0540153116985594,0.532658569546378,0.658273605217281,FALSE,FALSE
"Illinois","Native Hawaiian or Other Pacific Islander","not_determined",8,57,23975,154401,0.90387135722518,-0.101068232670576,0.377613620524758,0.431196692919214,1.89468853501887,FALSE,FALSE
"Illinois","White","not_determined",8803,86834,15180,67624,0.451616685485607,-0.794921499901114,0.0143449526217421,0.439095826099785,0.464494578371729,FALSE,FALSE
"Illinois","American Indian or Alaska Native","not_eligible",20,75,40719,137627,0.901312245716578,-0.10390352678559,0.25172436892231,0.550304625314659,1.4762074075139,FALSE,FALSE
"Illinois","Asian","not_eligible",1238,4906,39501,132796,0.848340115917948,-0.164473643509435,0.0323176831956688,0.796270519246929,0.903814639472416,FALSE,FALSE
"Illinois","Black or African American","not_eligible",3336,20663,37403,117039,0.505192426705334,-0.682815879304357,0.019581518295954,0.486170615901099,0.5249584809386,FALSE,FALSE
"Illinois","Hispanic or Latino","not_eligible",9354,38667,31385,99035,0.763349560869192,-0.270039212547325,0.0132184635021507,0.743826551515441,0.783384985238849,FALSE,FALSE
"Illinois","MU_N","not_eligible",1007,3473,39732,134229,0.979559036039594,-0.0206527718062535,0.0362436580187393,0.912387634371232,1.05167570113779,FALSE,FALSE
"Illinois","Native Hawaiian or Other Pacific Islander","not_eligible",11,54,40728,137648,0.688455298747972,-0.373304888486946,0.330846531594604,0.359959378855006,1.31673384891876,FALSE,FALSE
"Illinois","White","not_eligible",25773,69864,14966,67838,1.67216381521693,0.514118485471426,0.0116048670820791,1.63455884111146,1.71063393656696,FALSE,FALSE
"Illinois","American Indian or Alaska Native","part_b_eligible",41,54,79654,98692,0.94072883740697,-0.0611003452099609,0.207199057072739,0.626748147875764,1.41200376663018,FALSE,FALSE
"Illinois","Asian","part_b_eligible",2836,3308,76859,95438,1.06455309195171,0.062555079121033,0.0260460287621582,1.01157129821314,1.12030984626174,FALSE,FALSE
"Illinois","Black or African American","part_b_eligible",8807,15192,70888,83554,0.6832939365476,-0.380830151012619,0.0143333606930553,0.664365029078296,0.70276216129325,FALSE,FALSE
"Illinois","Hispanic or Latino","part_b_eligible",21467,26554,58228,72192,1.00230202012033,0.00229937453136566,0.0107362961921943,0.981430805963115,1.02361708378558,FALSE,FALSE
"Illinois","MU_N","part_b_eligible",2166,2314,77529,96432,1.16426566363719,0.15209055663326,0.0302836760581572,1.09717045442343,1.23546394278078,FALSE,FALSE
"Illinois","Native Hawaiian or Other Pacific Islander","part_b_eligible",33,32,79662,98714,1.27788421706711,0.245205754877096,0.248144541779485,0.785717829141427,2.07833908263686,FALSE,FALSE
"Illinois","White","part_b_eligible",44345,51292,35350,47454,1.1605889556436,0.1489275966543,0.00956076653172965,1.13904306616162,1.182542402458,FALSE,FALSE
"Illinois","American Indian or Alaska Native","withdrawn",10,85,15460,162886,1.23952515029298,0.214728362963315,0.334418193581683,0.643565611701962,2.38735968838613,FALSE,FALSE
"Illinois","Asian","withdrawn",824,5320,14646,157651,1.66722141281101,0.511158416071095,0.0384211310473319,1.54628147345629,1.79762047664093,FALSE,FALSE
"Illinois","Black or African American","withdrawn",1825,22174,13645,140797,0.84925612323704,-0.16339446179724,0.0259505762977086,0.807140445852547,0.893569349128325,FALSE,FALSE
"Illinois","Hispanic or Latino","withdrawn",3938,44083,11532,118888,0.920954039580164,-0.082345146707992,0.0192807415497265,0.886800355690696,0.956423097460785,FALSE,FALSE
"Illinois","MU_N","withdrawn",335,4145,15135,158826,0.848124180326399,-0.164728214847237,0.0574342873834401,0.757827555835911,0.949179822922771,FALSE,FALSE
"Illinois","Native Hawaiian or Other Pacific Islander","withdrawn",7,58,15463,162913,1.27154587034233,0.240233380999932,0.400211607673787,0.580316653540314,2.78611494348975,FALSE,FALSE
"Illinois","White","withdrawn",8531,87106,6939,75865,1.07077061818528,0.068378593162905,0.0169113604162685,1.03586033890904,1.10685743405951,FALSE,FALSE
"Indiana","American Indian or Alaska Native","dismissed",1,84,3351,80085,0.284509954384619,-1.25698703697823,1.00608929376084,0.0396001626760346,2.04408034396599,FALSE,TRUE
"Indiana","Asian","dismissed",60,1607,3292,78562,0.891021283706385,-0.115386964359608,0.132685491708023,0.686979705394003,1.15566576681103,FALSE,FALSE
"Indiana","Black or African American","dismissed",687,7666,2665,72503,2.43807289221822,0.891207928978915,0.0444418412730644,2.23468866834662,2.65996758831163,FALSE,FALSE
"Indiana","Hispanic or Latino","dismissed",391,8245,2961,71924,1.15191788786875,0.141428281841604,0.0550495930188359,1.03409958255035,1.28315961323522,FALSE,FALSE
"Indiana","MU_N","dismissed",281,4612,3071,75557,1.49903547524996,0.404821884784363,0.0641436388593232,1.3219399973557,1.69985578812412,FALSE,FALSE
"Indiana","Native Hawaiian or Other Pacific Islander","dismissed",6,57,3346,80112,2.52027558435839,0.924368254416462,0.429560092601554,1.08592316974441,5.84920664563039,FALSE,FALSE
"Indiana","White","dismissed",1926,57898,1426,22271,0.519532730506331,-0.654825466565473,0.0358140512478627,0.484314394850542,0.557312070294047,FALSE,FALSE
"Indiana","American Indian or Alaska Native","moved_out",6,79,2193,81243,2.81365911098028,1.03448581097752,0.424020282085128,1.22557001984548,6.45958816273955,FALSE,FALSE
"Indiana","Asian","moved_out",130,1537,2069,79785,3.26159658345317,1.18221682501597,0.0940148112888552,2.71270907677033,3.92154557386547,FALSE,FALSE
"Indiana","Black or African American","moved_out",299,8054,1900,73268,1.43159541515821,0.358789497304863,0.0633135674652877,1.26452291034902,1.62074203316438,FALSE,FALSE
"Indiana","Hispanic or Latino","moved_out",254,8382,1945,72940,1.13640258627405,0.127867646843644,0.0677064240597064,0.995174734863668,1.29767245173007,FALSE,FALSE
"Indiana","MU_N","moved_out",166,4727,2033,76595,1.32307824221688,0.279961023381757,0.0821010758139535,1.12641825725003,1.55407285327685,FALSE,FALSE
"Indiana","Native Hawaiian or Other Pacific Islander","moved_out",4,59,2195,81263,2.5099571445118,0.920265679098249,0.517123814121307,0.910922919126107,6.91593628287407,FALSE,TRUE
"Indiana","White","moved_out",1340,58484,859,22838,0.60916176271886,-0.495671426315034,0.0443993060262585,0.558391993387335,0.664547589423164,FALSE,FALSE
"Indiana","American Indian or Alaska Native","not_determined",9,76,11863,71573,0.714469358509652,-0.336215167752733,0.352657444705801,0.357927882152429,1.42617127556384,FALSE,FALSE
"Indiana","Asian","not_determined",255,1412,11617,70237,1.09188637780765,0.0879068222824836,0.068775738300532,0.954188894239199,1.24945476649307,FALSE,FALSE
"Indiana","Black or African American","not_determined",1611,6742,10261,64907,1.51150170407019,0.41310366264011,0.0296971286628166,1.42603417944624,1.60209161486877,FALSE,FALSE
"Indiana","Hispanic or Latino","not_determined",1565,7071,10307,64578,1.38671054873343,0.326934430825573,0.0298815484831425,1.30782649584334,1.47035264393276,FALSE,FALSE
"Indiana","MU_N","not_determined",763,4130,11109,67519,1.12285976708456,0.115878794481279,0.0407133207840172,1.0367394932143,1.21613391289664,FALSE,FALSE
"Indiana","Native Hawaiian or Other Pacific Islander","not_determined",3,60,11869,71589,0.301579745555649,-1.19872080174917,0.591690984993659,0.0945680940192989,0.961744485522247,FALSE,TRUE
"Indiana","White","not_determined",7666,52158,4206,19491,0.681102913516535,-0.384041863080623,0.0209446880649969,0.65370869209452,0.709645113199194,FALSE,FALSE
"Indiana","American Indian or Alaska Native","not_eligible",26,59,26738,56698,0.934458797293511,-0.0677877437021885,0.23551163084965,0.588963810102887,1.48262631567582,FALSE,FALSE
"Indiana","Asian","not_eligible",428,1239,26336,55518,0.728209703470737,-0.317166218047057,0.0565644244625174,0.651790237794065,0.813589006830883,FALSE,FALSE
"Indiana","Black or African American","not_eligible",1853,6500,24911,50257,0.575131906510253,-0.553155861867018,0.0274509051897867,0.545005367338971,0.606923765725759,FALSE,FALSE
"Indiana","Hispanic or Latino","not_eligible",2287,6349,24477,50408,0.74182611204505,-0.298640413622687,0.025601796115762,0.705520159019027,0.780000363528995,FALSE,FALSE
"Indiana","MU_N","not_eligible",1434,3459,25330,53298,0.872316951367705,-0.136602444775568,0.0323216997519867,0.818769253741138,0.929366680742539,FALSE,FALSE
"Indiana","Native Hawaiian or Other Pacific Islander","not_eligible",14,49,26750,56708,0.605692923898531,-0.501382147581999,0.303136523810116,0.334362436791577,1.09720434382836,FALSE,FALSE
"Indiana","White","not_eligible",20722,39102,6042,17655,1.5485302691908,0.437306267667131,0.0172041075801432,1.49718430906976,1.60163713984556,FALSE,FALSE
"Indiana","American Indian or Alaska Native","part_b_eligible",27,58,26097,57339,1.02281078681259,0.0225545107349669,0.23309692204058,0.647707899610269,1.61514458330626,FALSE,FALSE
"Indiana","Asian","part_b_eligible",458,1209,25666,56188,0.82932462491211,-0.187143614354214,0.055383169089073,0.744014596218081,0.92441645228693,FALSE,FALSE
"Indiana","Black or African American","part_b_eligible",2415,5938,23709,51459,0.882724229497545,-0.124742438032182,0.02537905767365,0.839889124018876,0.927743964124153,FALSE,FALSE
"Indiana","Hispanic or Latino","part_b_eligible",2800,5836,23324,51561,1.06062301548447,0.0588564859233695,0.0243055938665371,1.01128067426084,1.11237286502838,FALSE,FALSE
"Indiana","MU_N","part_b_eligible",1426,3467,24698,53930,0.898119896950489,-0.107451704057277,0.032384066145646,0.842885231068193,0.956974116483361,FALSE,FALSE
"Indiana","Native Hawaiian or Other Pacific Islander","part_b_eligible",24,39,26100,57358,1.35238432066018,0.301869198069644,0.259544679859891,0.813151065350746,2.24920488787481,FALSE,FALSE
"Indiana","White","part_b_eligible",18974,40850,7150,16547,1.07492969502957,0.0722552594684641,0.0166576576785219,1.0404010360581,1.11060428547271,FALSE,FALSE
"Indiana","American Indian or Alaska Native","withdrawn",16,69,12975,70461,1.25925106810756,0.230517153852566,0.277640085654659,0.730769336602509,2.16992308394101,FALSE,FALSE
"Indiana","Asian","withdrawn",330,1337,12661,69193,1.34889046434209,0.299282376258106,0.0622228351845531,1.19401982572981,1.52384863767308,FALSE,FALSE
"Indiana","Black or African American","withdrawn",1444,6909,11547,63621,1.15155139517209,0.141110072519294,0.0306525722158947,1.08440454617627,1.22285600922521,FALSE,FALSE
"Indiana","Hispanic or Latino","withdrawn",1319,7317,11672,63213,0.976276562799898,-0.0240093691844198,0.0315644229759931,0.917708351970463,1.03858260091661,FALSE,FALSE
"Indiana","MU_N","withdrawn",810,4083,12181,66447,1.08217643731662,0.0789742330423347,0.0397068068245329,1.0011495518951,1.16976114034758,FALSE,FALSE
"Indiana","Native Hawaiian or Other Pacific Islander","withdrawn",12,51,12979,70479,1.27770198918615,0.245063143463073,0.320986623759435,0.681083314364201,2.39694959300864,FALSE,FALSE
"Indiana","White","withdrawn",9060,50764,3931,19766,0.897404224126925,-0.108248878378761,0.0208579576455941,0.861456708688253,0.934851784609279,FALSE,FALSE
"Iowa","American Indian or Alaska Native","dismissed",15,205,1995,27407,1.00520814230699,0.00519462684051339,0.268481760290802,0.593908730768844,1.70134459557817,FALSE,FALSE
"Iowa","Asian","dismissed",29,766,1981,26846,0.51305548928924,-0.667371273405087,0.190605054246579,0.353116524167018,0.74543646947918,FALSE,FALSE
"Iowa","Black or African American","dismissed",320,1697,1690,25915,2.89156290425499,1.06179715326623,0.0659134194104093,2.54112488530058,3.29032865626929,FALSE,FALSE
"Iowa","Hispanic or Latino","dismissed",315,2555,1695,25057,1.82254818765911,0.600235624967656,0.0647755518388412,1.6052436362743,2.06926962442224,FALSE,FALSE
"Iowa","MU_N","dismissed",187,1763,1823,25849,1.50399492960218,0.40812485424682,0.0806352350131813,1.28412787781299,1.76150739139898,FALSE,FALSE
"Iowa","Native Hawaiian or Other Pacific Islander","dismissed",8,61,2002,27551,1.80481813268699,0.590459829194329,0.376734972421773,0.862482244174956,3.77673687090418,FALSE,FALSE
"Iowa","White","dismissed",1136,20565,874,7047,0.445392045426095,-0.808800383711941,0.0470635433553614,0.406145045323811,0.488431599530362,FALSE,FALSE
"Iowa","American Indian or Alaska Native","moved_out",15,205,1072,28330,1.93370040043684,0.659435473157617,0.269282100293419,1.1407005104985,3.27798331309199,FALSE,FALSE
"Iowa","Asian","moved_out",76,719,1011,27816,2.90822647676669,1.06754343723251,0.124794974003508,2.27719697153288,3.71411930803399,FALSE,FALSE
"Iowa","Black or African American","moved_out",114,1903,973,26632,1.63967209236889,0.494496278167202,0.10179741618443,1.34309055469969,2.0017448273207,FALSE,FALSE
"Iowa","Hispanic or Latino","moved_out",165,2705,922,25830,1.70887446321386,0.535834945153291,0.0869114790982561,1.44121779349494,2.02623915983085,FALSE,FALSE
"Iowa","MU_N","moved_out",87,1863,1000,26672,1.24555233494364,0.219579074061433,0.114317601565873,0.995526610538748,1.55837182317405,FALSE,FALSE
"Iowa","Native Hawaiian or Other Pacific Islander","moved_out",4,65,1083,28470,1.61772853185596,0.481023024495346,0.51608439340038,0.58830933671414,4.44841759166649,FALSE,TRUE
"Iowa","White","moved_out",626,21075,461,7460,0.480667382012902,-0.7325797615688,0.0628342209994584,0.424970793018874,0.543663555064303,FALSE,FALSE
"Iowa","American Indian or Alaska Native","not_determined",0,220,655,28747,0.0994463384133211,-2.30813709272778,1.41636700259459,0.00619373849247405,1.59670516213003,TRUE,TRUE
"Iowa","Asian","not_determined",16,779,639,28188,0.906036992171256,-0.0986751435615888,0.255703184109095,0.548892106331831,1.49556355741517,FALSE,FALSE
"Iowa","Black or African American","not_determined",57,1960,598,27007,1.31339072418265,0.272612132303207,0.140582118246817,0.997075465346998,1.730054799582,FALSE,FALSE
"Iowa","Hispanic or Latino","not_determined",59,2811,596,26156,0.921120048515062,-0.0821649053849956,0.137916577405797,0.70294164644199,1.20701646867982,FALSE,FALSE
"Iowa","MU_N","not_determined",57,1893,598,27074,1.3632499244709,0.309871499420327,0.140646003410439,1.03479706262723,1.79595635095012,FALSE,FALSE
"Iowa","Native Hawaiian or Other Pacific Islander","not_determined",0,69,655,28898,0.317166861476494,-1.14832726669512,1.4198410636736,0.0196198052400847,5.12720777744147,TRUE,TRUE
"Iowa","White","not_determined",466,21235,189,7732,0.897767113542955,-0.107844583353146,0.0872545285147578,0.756643208799386,1.06521248163736,FALSE,FALSE
"Iowa","American Indian or Alaska Native","not_eligible",36,184,8465,20937,0.48391843652893,-0.72583890603485,0.182697718135561,0.338264740698306,0.6922892783007,FALSE,FALSE
"Iowa","Asian","not_eligible",228,567,8273,20554,0.999045150380821,-0.000955305778475782,0.079493149447276,0.854907606296977,1.16748430490946,FALSE,FALSE
"Iowa","Black or African American","not_eligible",428,1589,8073,19532,0.651675861788867,-0.428207985168384,0.0560432238698798,0.583884141339139,0.727338522783398,FALSE,FALSE
"Iowa","Hispanic or Latino","not_eligible",981,1889,7520,19232,1.32813939605555,0.283779012454902,0.0416380116255739,1.22405425571071,1.44107521960342,FALSE,FALSE
"Iowa","MU_N","not_eligible",499,1451,8002,19670,0.845354650310544,-0.167999035166745,0.0535630048696361,0.761106088061392,0.938928877342025,FALSE,FALSE
"Iowa","Native Hawaiian or Other Pacific Islander","not_eligible",13,56,8488,21065,0.576117964857951,-0.551442839154315,0.308132285348283,0.314937170608418,1.05389881032733,FALSE,FALSE
"Iowa","White","not_eligible",6316,15385,2185,5736,1.07771101603467,0.0748393623691562,0.0292460228423629,1.0176714827993,1.14129269976954,FALSE,FALSE
"Iowa","American Indian or Alaska Native","part_b_eligible",121,99,10790,18612,2.1082483781279,0.74585745017451,0.136058370172481,1.6147546806923,2.75256128811672,FALSE,FALSE
"Iowa","Asian","part_b_eligible",260,535,10651,18176,0.829330228305534,-0.187136857802767,0.0765781837610575,0.713744589822254,0.96363410299557,FALSE,FALSE
"Iowa","Black or African American","part_b_eligible",698,1319,10213,17392,0.901170199838215,-0.10406113817205,0.0484378673462817,0.819550419344177,0.990918569386267,FALSE,FALSE
"Iowa","Hispanic or Latino","part_b_eligible",492,2378,10419,16333,0.324334521480981,-1.12597982211746,0.0510905667605444,0.293429658460442,0.358494374345866,FALSE,FALSE
"Iowa","MU_N","part_b_eligible",697,1253,10214,17458,0.95078066800634,-0.0504718760478386,0.0488670645011151,0.863940548225292,1.04634963657111,FALSE,FALSE
"Iowa","Native Hawaiian or Other Pacific Islander","part_b_eligible",25,44,10886,18667,0.974301855594341,-0.0260341100116089,0.250744300643577,0.596012917035659,1.5926904915683,FALSE,FALSE
"Iowa","White","part_b_eligible",8618,13083,2293,5628,1.61677350075847,0.480432497041282,0.0283947915101246,1.52925196744394,1.70930403125384,FALSE,FALSE
"Iowa","American Indian or Alaska Native","withdrawn",33,187,6327,23075,0.643600256603353,-0.440677465163938,0.18934627965792,0.444059741224664,0.932805322899861,FALSE,FALSE
"Iowa","Asian","withdrawn",181,614,6179,22648,1.08049276919354,0.0774172048494393,0.085787638200051,0.913267395097854,1.27833822881024,FALSE,FALSE
"Iowa","Black or African American","withdrawn",392,1625,5968,21637,0.874582800577439,-0.134008305669542,0.0581393367121724,0.780390061363198,0.980144562233077,FALSE,FALSE
"Iowa","Hispanic or Latino","withdrawn",841,2029,5519,21233,1.59464830085164,0.466653210889426,0.043705869288561,1.46373253925589,1.73727312552725,FALSE,FALSE
"Iowa","MU_N","withdrawn",416,1534,5944,21728,0.991308711818783,-0.00872927770511063,0.0571838882713782,0.886202589036848,1.10888071676233,FALSE,FALSE
"Iowa","Native Hawaiian or Other Pacific Islander","withdrawn",18,51,6342,23211,1.29172463687462,0.25597825329111,0.274525337044539,0.75420474155091,2.21233366164966,FALSE,FALSE
"Iowa","White","withdrawn",4479,17222,1881,6040,0.83511372364675,-0.18018736742098,0.0312813748307313,0.78544969756016,0.887918008740113,FALSE,FALSE
"Kansas","American Indian or Alaska Native","dismissed",16,160,1952,40324,2.06577868852459,0.725507244206749,0.263224417957449,1.23316913089965,3.46054850306631,FALSE,FALSE
"Kansas","Asian","dismissed",29,1006,1939,39478,0.586917894387158,-0.53287034221293,0.189783705115701,0.404604025793584,0.851382074303912,FALSE,FALSE
"Kansas","Black or African American","dismissed",238,2387,1730,38097,2.19568084348991,0.786492177697963,0.0722834700547113,1.90563745831255,2.52986964831053,FALSE,FALSE
"Kansas","Hispanic or Latino","dismissed",497,7637,1471,32847,1.45317071073445,0.373747866148342,0.0534159876597156,1.30872388694542,1.61356045809266,FALSE,FALSE
"Kansas","MU_N","dismissed",142,1953,1826,38531,1.53424815026059,0.428040456655309,0.0901547810481068,1.2857434171416,1.8307831525291,FALSE,FALSE
"Kansas","Native Hawaiian or Other Pacific Islander","dismissed",5,87,1963,40397,1.18271353370691,0.167811403269335,0.460465450970522,0.4796489097977,2.91632332366493,FALSE,FALSE
"Kansas","White","dismissed",1041,27254,927,13230,0.545130633714762,-0.606729818151651,0.0463857855021188,0.497755663582055,0.597014618931142,FALSE,FALSE
"Kansas","American Indian or Alaska Native","moved_out",13,163,2019,40257,1.59023327468801,0.463880719111004,0.289098912742688,0.902349691134821,2.8025076007336,FALSE,FALSE
"Kansas","Asian","moved_out",103,932,1929,39488,2.26232097842508,0.816391267903375,0.106420988082042,1.83639815968874,2.78702969855388,FALSE,FALSE
"Kansas","Black or African American","moved_out",174,2451,1858,37969,1.45073933488188,0.372073312610155,0.0819736151475197,1.23541262911568,1.70359648927989,FALSE,FALSE
"Kansas","Hispanic or Latino","moved_out",348,7786,1684,32634,0.866149913999974,-0.143697274547183,0.0602201460305646,0.769719773596662,0.974660778190272,FALSE,FALSE
"Kansas","MU_N","moved_out",118,1977,1914,38443,1.19881088103578,0.1813301330256,0.0976159400058283,0.990052695605389,1.45158690529195,FALSE,FALSE
"Kansas","Native Hawaiian or Other Pacific Islander","moved_out",8,84,2024,40336,1.89798607189912,0.640793361856867,0.370706925751749,0.917784915534726,3.92504939681233,FALSE,FALSE
"Kansas","White","moved_out",1268,27027,764,13393,0.822443215113372,-0.195475838101777,0.0470022336055851,0.750061394875043,0.901809967434343,FALSE,FALSE
"Kansas","American Indian or Alaska Native","not_determined",27,149,5481,36795,1.21648427943267,0.195964960373453,0.209661805050356,0.806563880468355,1.83473874536449,FALSE,FALSE
"Kansas","Asian","not_determined",126,909,5382,36035,0.928084447240711,-0.0746325511543105,0.0961778211386341,0.768633450403836,1.12061313589404,FALSE,FALSE
"Kansas","Black or African American","not_determined",378,2247,5130,34697,1.13779308083292,0.129090492135504,0.0575698982379225,1.01638629813132,1.27370183676366,FALSE,FALSE
"Kansas","Hispanic or Latino","not_determined",1204,6930,4304,30014,1.21155983628103,0.191908650299132,0.0352210834703008,1.13074343864035,1.29815233653209,FALSE,FALSE
"Kansas","MU_N","not_determined",304,1791,5204,35153,1.14657667876491,0.13678070181635,0.0637842294573059,1.01183307547754,1.29926379375087,FALSE,FALSE
"Kansas","Native Hawaiian or Other Pacific Islander","not_determined",5,87,5503,36857,0.384920659786407,-0.954718044408305,0.46011205572556,0.15621255397765,0.948476358382829,FALSE,FALSE
