sheet,source_file,year_code,state,exiting_total2,attempts_to_contact_unsuccessful,complete_prior_to_reaching_max_age_for_part_c,deceased,moved_out_of_state,not_eligible_for_part_b_exit_with_no_referrals,not_eligible_for_part_b_exit_with_referrals_to_other_programs,part_b_eligibility_not_determined,part_b_eligible_continuing_in_part_c,part_b_eligible_exiting_part_c,withdrawal_by_parent
MU_N,1415-cexiting-2.xlsx,1415,Idaho,87,9,16,0,5,4,7,6,NA,32,8
MU_N,1415-cexiting-2.xlsx,1415,Illinois,499,43,86,2,17,1,39,50,NA,216,45
MU_N,1415-cexiting-2.xlsx,1415,Indiana,362,6,69,1,15,22,16,46,NA,107,80
MU_N,1415-cexiting-2.xlsx,1415,Iowa,181,26,9,0,12,6,35,3,NA,46,44
MU_N,1415-cexiting-2.xlsx,1415,Kansas,192,8,24,4,14,16,7,9,NA,92,18
MU_N,1415-cexiting-2.xlsx,1415,Kentucky,186,16,19,0,16,11,16,6,0,94,8
MU_N,1415-cexiting-2.xlsx,1415,Louisiana,124,11,25,1,11,0,9,4,NA,43,20
MU_N,1415-cexiting-2.xlsx,1415,Maine,21,1,2,0,2,1,0,0,NA,15,0
MU_N,1415-cexiting-2.xlsx,1415,Maryland,359,33,97,1,18,3,2,12,115,49,29
MU_N,1415-cexiting-2.xlsx,1415,Massachusetts,664,90,112,1,22,12,56,0,NA,261,110
MU_N,1415-cexiting-2.xlsx,1415,Michigan,243,25,36,2,15,13,1,15,NA,109,27
MU_N,1415-cexiting-2.xlsx,1415,Minnesota,203,3,12,1,9,14,12,1,NA,110,41
MU_N,1415-cexiting-2.xlsx,1415,Mississippi,30,2,4,1,4,1,0,1,NA,14,3
MU_N,1415-cexiting-2.xlsx,1415,Missouri,162,10,8,2,10,10,10,10,NA,80,22
MU_N,1415-cexiting-2.xlsx,1415,Montana,37,3,1,0,4,2,0,5,0,14,8
MU_N,1415-cexiting-2.xlsx,1415,Nebraska,28,3,1,0,2,0,0,0,8,10,4
MU_N,1415-cexiting-2.xlsx,1415,Nevada,166,17,10,0,11,1,2,29,NA,69,27
MU_N,1415-cexiting-2.xlsx,1415,New Hampshire,95,8,12,0,10,2,6,9,NA,37,11
MU_N,1415-cexiting-2.xlsx,1415,New Jersey,448,27,69,0,15,14,32,57,NA,190,44
MU_N,1415-cexiting-2.xlsx,1415,New Mexico,61,7,5,1,9,4,6,3,0,18,8
MU_N,1415-cexiting-2.xlsx,1415,New York,317,11,39,0,17,8,2,32,56,137,15
MU_N,1415-cexiting-2.xlsx,1415,North Carolina,181,20,17,1,5,10,5,32,NA,66,25
MU_N,1415-cexiting-2.xlsx,1415,North Dakota,63,3,0,0,10,2,11,4,0,25,8
MU_N,1415-cexiting-2.xlsx,1415,Northern Marianas,12,0,2,0,0,0,2,0,0,5,3
MU_N,1415-cexiting-2.xlsx,1415,Ohio,538,76,77,2,12,30,36,34,NA,215,56
MU_N,1415-cexiting-2.xlsx,1415,Oklahoma,238,41,39,1,9,0,7,36,NA,76,29
MU_N,1415-cexiting-2.xlsx,1415,Oregon,105,3,7,0,6,11,0,0,NA,65,13
MU_N,1415-cexiting-2.xlsx,1415,Pennsylvania,852,49,284,3,45,30,13,65,NA,295,68
MU_N,1415-cexiting-2.xlsx,1415,Puerto Rico,0,0,0,0,0,0,0,0,NA,0,0
MU_N,1415-cexiting-2.xlsx,1415,Rhode Island,82,14,19,0,4,1,3,6,0,27,8
MU_N,1415-cexiting-2.xlsx,1415,South Carolina,113,8,13,1,1,11,12,9,NA,46,12
MU_N,1415-cexiting-2.xlsx,1415,South Dakota,39,6,5,0,4,0,4,0,NA,17,3
MU_N,1415-cexiting-2.xlsx,1415,Tennessee,138,11,13,2,6,4,3,26,0,56,17
MU_N,1415-cexiting-2.xlsx,1415,Texas,228,21,31,0,21,6,10,29,NA,64,46
MU_N,1415-cexiting-2.xlsx,1415,Utah,104,6,15,0,3,4,2,8,NA,38,28
MU_N,1415-cexiting-2.xlsx,1415,Vermont,29,3,8,0,1,1,0,0,NA,13,3
MU_N,1415-cexiting-2.xlsx,1415,Virgin Islands,4,1,1,0,0,0,0,0,NA,2,0
MU_N,1415-cexiting-2.xlsx,1415,Virginia,642,65,99,3,46,61,41,32,NA,191,104
MU_N,1415-cexiting-2.xlsx,1415,Washington,470,34,22,1,27,24,33,19,NA,226,84
MU_N,1415-cexiting-2.xlsx,1415,West Virginia,96,13,23,0,4,4,7,12,NA,21,12
MU_N,1415-cexiting-2.xlsx,1415,Wisconsin,224,14,38,1,3,11,9,26,NA,91,31
MU_N,1415-cexiting-2.xlsx,1415,Wyoming,12,1,2,0,1,0,1,0,NA,7,0
MU_N,1415-cexiting-2.xlsx,1415,US and Outlying Areas,13245,1215,2097,55,643,475,670,1375,182,5025,1508
PI_N,1415-cexiting-2.xlsx,1415,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,Alaska,18,3,1,0,2,0,0,2,0,7,3
PI_N,1415-cexiting-2.xlsx,1415,American Samoa,40,7,14,0,4,1,0,3,0,3,8
PI_N,1415-cexiting-2.xlsx,1415,Arizona,16,1,1,0,1,0,2,1,NA,10,0
PI_N,1415-cexiting-2.xlsx,1415,Arkansas,3,0,0,0,1,0,2,0,NA,0,0
PI_N,1415-cexiting-2.xlsx,1415,California,113,16,27,0,0,0,10,23,NA,35,2
PI_N,1415-cexiting-2.xlsx,1415,Colorado,6,0,1,0,1,0,0,0,NA,3,1
PI_N,1415-cexiting-2.xlsx,1415,Connecticut,24,0,2,0,1,1,0,0,NA,15,5
PI_N,1415-cexiting-2.xlsx,1415,Delaware,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,District of Columbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,Florida,14,0,1,0,0,1,1,2,NA,9,0
PI_N,1415-cexiting-2.xlsx,1415,Georgia,11,4,0,0,1,0,1,2,0,3,0
PI_N,1415-cexiting-2.xlsx,1415,Guam,77,10,21,1,5,7,0,0,NA,22,11
PI_N,1415-cexiting-2.xlsx,1415,Hawaii,209,41,14,0,9,13,17,33,NA,58,24
PI_N,1415-cexiting-2.xlsx,1415,Idaho,6,1,1,0,0,0,1,1,NA,1,1
PI_N,1415-cexiting-2.xlsx,1415,Illinois,9,0,0,0,2,0,0,3,NA,4,0
PI_N,1415-cexiting-2.xlsx,1415,Indiana,10,1,1,0,0,0,0,0,NA,4,4
PI_N,1415-cexiting-2.xlsx,1415,Iowa,5,0,0,0,0,0,0,0,NA,2,3
PI_N,1415-cexiting-2.xlsx,1415,Kansas,14,0,1,0,1,2,0,1,NA,6,3
PI_N,1415-cexiting-2.xlsx,1415,Kentucky,11,0,2,0,3,0,0,0,0,4,2
PI_N,1415-cexiting-2.xlsx,1415,Louisiana,0,0,0,0,0,0,0,0,NA,0,0
PI_N,1415-cexiting-2.xlsx,1415,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,Maryland,4,1,0,0,1,0,0,0,2,0,0
PI_N,1415-cexiting-2.xlsx,1415,Massachusetts,9,3,0,0,0,1,2,0,NA,3,0
PI_N,1415-cexiting-2.xlsx,1415,Michigan,11,2,0,0,4,0,1,0,NA,3,1
PI_N,1415-cexiting-2.xlsx,1415,Minnesota,7,0,1,0,0,0,0,0,NA,4,2
PI_N,1415-cexiting-2.xlsx,1415,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,Missouri,9,1,0,0,2,0,1,1,NA,4,0
PI_N,1415-cexiting-2.xlsx,1415,Montana,0,0,0,0,0,0,0,0,0,0,0
PI_N,1415-cexiting-2.xlsx,1415,Nebraska,3,1,0,0,1,0,0,0,1,0,0
PI_N,1415-cexiting-2.xlsx,1415,Nevada,21,2,2,0,1,1,1,4,NA,8,2
PI_N,1415-cexiting-2.xlsx,1415,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,New Jersey,31,0,2,1,0,0,4,9,NA,10,5
PI_N,1415-cexiting-2.xlsx,1415,New Mexico,0,0,0,0,0,0,0,0,0,0,0
PI_N,1415-cexiting-2.xlsx,1415,New York,83,1,5,0,1,3,1,14,33,20,5
PI_N,1415-cexiting-2.xlsx,1415,North Carolina,5,0,0,0,1,1,0,0,NA,2,1
PI_N,1415-cexiting-2.xlsx,1415,North Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,Northern Marianas,30,1,4,0,0,0,5,0,0,14,6
PI_N,1415-cexiting-2.xlsx,1415,Ohio,28,1,2,0,3,2,3,0,NA,13,4
PI_N,1415-cexiting-2.xlsx,1415,Oklahoma,13,1,2,0,2,0,1,2,NA,4,1
PI_N,1415-cexiting-2.xlsx,1415,Oregon,17,2,0,0,0,0,0,0,NA,14,1
PI_N,1415-cexiting-2.xlsx,1415,Pennsylvania,8,1,2,0,0,0,0,0,NA,5,0
PI_N,1415-cexiting-2.xlsx,1415,Puerto Rico,0,0,0,0,0,0,0,0,NA,0,0
PI_N,1415-cexiting-2.xlsx,1415,Rhode Island,5,1,2,0,0,0,0,0,0,2,0
PI_N,1415-cexiting-2.xlsx,1415,South Carolina,10,0,1,0,0,3,1,1,NA,3,1
PI_N,1415-cexiting-2.xlsx,1415,South Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,Tennessee,15,0,0,0,1,1,0,5,0,6,2
PI_N,1415-cexiting-2.xlsx,1415,Texas,53,2,9,1,8,1,4,5,NA,14,9
PI_N,1415-cexiting-2.xlsx,1415,Utah,46,9,0,1,3,2,0,5,NA,20,6
PI_N,1415-cexiting-2.xlsx,1415,Vermont,0,0,0,0,0,0,0,0,NA,0,0
PI_N,1415-cexiting-2.xlsx,1415,Virgin Islands,0,0,0,0,0,0,0,0,NA,0,0
PI_N,1415-cexiting-2.xlsx,1415,Virginia,7,0,0,0,0,0,0,1,NA,3,3
PI_N,1415-cexiting-2.xlsx,1415,Washington,58,7,2,0,5,3,4,2,NA,27,8
PI_N,1415-cexiting-2.xlsx,1415,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,Wisconsin,5,1,0,0,1,0,0,0,NA,1,2
PI_N,1415-cexiting-2.xlsx,1415,Wyoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI_N,1415-cexiting-2.xlsx,1415,US and Outlying Areas,1080,121,124,4,66,43,63,121,37,374,127
WH_N,1415-cexiting-2.xlsx,1415,Alabama,1622,123,254,8,73,62,51,69,NA,643,339
WH_N,1415-cexiting-2.xlsx,1415,Alaska,362,30,46,1,50,14,14,12,0,143,52
WH_N,1415-cexiting-2.xlsx,1415,American Samoa,0,0,0,0,0,0,0,0,0,0,0
WH_N,1415-cexiting-2.xlsx,1415,Arizona,3403,369,136,25,178,147,200,350,NA,1486,512
WH_N,1415-cexiting-2.xlsx,1415,Arkansas,538,12,82,1,7,35,62,50,NA,209,80
WH_N,1415-cexiting-2.xlsx,1415,California,14003,1247,4348,27,255,0,826,3738,NA,3536,26
WH_N,1415-cexiting-2.xlsx,1415,Colorado,3367,107,597,7,238,171,271,334,NA,1315,327
WH_N,1415-cexiting-2.xlsx,1415,Connecticut,2485,127,253,7,125,101,149,157,NA,1188,378
WH_N,1415-cexiting-2.xlsx,1415,Delaware,518,85,92,1,30,22,14,23,NA,208,43
WH_N,1415-cexiting-2.xlsx,1415,District of Columbia,143,4,56,0,18,13,10,3,25,5,9
WH_N,1415-cexiting-2.xlsx,1415,Florida,4677,353,555,22,218,98,105,679,NA,2236,411
WH_N,1415-cexiting-2.xlsx,1415,Georgia,3478,621,135,29,279,141,139,313,0,1320,501
WH_N,1415-cexiting-2.xlsx,1415,Guam,0,0,0,0,0,0,0,0,NA,0,0
WH_N,1415-cexiting-2.xlsx,1415,Hawaii,325,7,34,0,73,14,9,44,NA,86,58
WH_N,1415-cexiting-2.xlsx,1415,Idaho,1339,170,193,4,107,57,72,126,NA,407,203
WH_N,1415-cexiting-2.xlsx,1415,Illinois,10780,524,2034,16,379,25,788,1044,NA,4958,1012
WH_N,1415-cexiting-2.xlsx,1415,Indiana,6745,74,1655,20,146,379,329,782,NA,2157,1203
WH_N,1415-cexiting-2.xlsx,1415,Iowa,2504,151,215,8,105,82,443,17,NA,890,593
WH_N,1415-cexiting-2.xlsx,1415,Kansas,2921,131,484,10,197,123,83,151,NA,1433,309
WH_N,1415-cexiting-2.xlsx,1415,Kentucky,3321,186,515,15,151,258,212,74,0,1780,130
WH_N,1415-cexiting-2.xlsx,1415,Louisiana,1705,83,354,16,63,49,81,90,NA,713,256
WH_N,1415-cexiting-2.xlsx,1415,Maine,987,72,102,0,45,42,1,33,NA,547,145
WH_N,1415-cexiting-2.xlsx,1415,Maryland,4094,222,1310,4,194,32,33,76,1445,435,343
WH_N,1415-cexiting-2.xlsx,1415,Massachusetts,10367,946,2265,14,374,98,578,0,NA,4241,1851
WH_N,1415-cexiting-2.xlsx,1415,Michigan,6311,691,1042,11,437,436,167,251,NA,2478,798
WH_N,1415-cexiting-2.xlsx,1415,Minnesota,3088,52,278,4,100,279,221,22,NA,1778,354
WH_N,1415-cexiting-2.xlsx,1415,Mississippi,886,52,111,0,59,61,28,99,NA,356,120
WH_N,1415-cexiting-2.xlsx,1415,Missouri,2804,65,144,12,145,241,153,101,NA,1671,272
WH_N,1415-cexiting-2.xlsx,1415,Montana,394,28,55,1,32,17,20,33,0,112,96
WH_N,1415-cexiting-2.xlsx,1415,Nebraska,863,34,74,8,26,16,4,0,452,156,93
WH_N,1415-cexiting-2.xlsx,1415,Nevada,1015,72,86,2,118,14,40,102,NA,437,144
WH_N,1415-cexiting-2.xlsx,1415,New Hampshire,1675,132,384,3,79,82,82,70,NA,674,169
WH_N,1415-cexiting-2.xlsx,1415,New Jersey,5322,153,920,3,139,183,535,668,NA,1967,754
WH_N,1415-cexiting-2.xlsx,1415,New Mexico,1053,74,136,5,136,53,59,91,0,305,194
WH_N,1415-cexiting-2.xlsx,1415,New York,14983,234,2393,20,439,417,140,1832,3261,5569,678
WH_N,1415-cexiting-2.xlsx,1415,North Carolina,4525,378,481,18,255,238,136,678,NA,1657,684
WH_N,1415-cexiting-2.xlsx,1415,North Dakota,777,34,0,6,110,11,119,69,0,314,114
WH_N,1415-cexiting-2.xlsx,1415,Northern Marianas,0,0,0,0,0,0,0,0,0,0,0
WH_N,1415-cexiting-2.xlsx,1415,Ohio,7392,612,1211,17,199,436,455,310,NA,3155,997
WH_N,1415-cexiting-2.xlsx,1415,Oklahoma,1484,150,223,8,79,16,38,213,NA,518,239
WH_N,1415-cexiting-2.xlsx,1415,Oregon,1964,166,150,4,124,150,3,10,NA,1105,252
WH_N,1415-cexiting-2.xlsx,1415,Pennsylvania,10885,460,3730,22,283,290,244,696,NA,4399,761
WH_N,1415-cexiting-2.xlsx,1415,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WH_N,1415-cexiting-2.xlsx,1415,Rhode Island,1318,98,331,2,66,66,77,59,0,477,142
WH_N,1415-cexiting-2.xlsx,1415,South Carolina,1516,119,137,9,78,125,91,165,NA,668,124
WH_N,1415-cexiting-2.xlsx,1415,South Dakota,654,15,96,5,35,45,117,11,NA,295,35
WH_N,1415-cexiting-2.xlsx,1415,Tennessee,2452,156,180,18,117,122,111,452,0,921,375
WH_N,1415-cexiting-2.xlsx,1415,Texas,8602,702,1488,29,420,205,360,778,NA,2507,2113
WH_N,1415-cexiting-2.xlsx,1415,Utah,3037,96,294,14,155,200,46,259,NA,1321,652
WH_N,1415-cexiting-2.xlsx,1415,Vermont,759,45,146,0,43,38,26,4,NA,424,33
WH_N,1415-cexiting-2.xlsx,1415,Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WH_N,1415-cexiting-2.xlsx,1415,Virginia,4456,381,897,20,312,519,302,214,NA,1146,665
WH_N,1415-cexiting-2.xlsx,1415,Washington,3688,268,281,8,225,231,267,159,NA,1588,661
WH_N,1415-cexiting-2.xlsx,1415,West Virginia,2835,206,593,7,150,81,157,465,NA,759,417
WH_N,1415-cexiting-2.xlsx,1415,Wisconsin,4347,206,783,12,79,150,139,527,NA,1833,618
WH_N,1415-cexiting-2.xlsx,1415,Wyoming,779,43,174,1,71,1,75,2,NA,351,61
WH_N,1415-cexiting-2.xlsx,1415,US and Outlying Areas,179555,11367,32533,504,7817,6686,8683,16506,5183,68880,21396
AM_N,1516-cexiting-2.xlsx,1516,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,Alaska,262,48,29,3,5,13,4,17,0,97,46
AM_N,1516-cexiting-2.xlsx,1516,American Samoa,0,0,0,0,0,0,0,0,0,0,0
AM_N,1516-cexiting-2.xlsx,1516,Arizona,243,32,6,7,6,9,11,25,NA,125,22
AM_N,1516-cexiting-2.xlsx,1516,Arkansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,California,51,5,10,1,2,0,6,21,NA,5,1
AM_N,1516-cexiting-2.xlsx,1516,Colorado,22,1,1,0,1,0,3,5,NA,7,4
AM_N,1516-cexiting-2.xlsx,1516,Connecticut,10,3,2,0,1,0,0,1,NA,1,2
AM_N,1516-cexiting-2.xlsx,1516,Delaware,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,District of Columbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,Florida,37,5,1,0,2,1,2,5,NA,21,0
AM_N,1516-cexiting-2.xlsx,1516,Georgia,7,0,0,0,0,0,0,1,0,6,0
AM_N,1516-cexiting-2.xlsx,1516,Guam,0,0,0,0,0,0,0,0,NA,0,0
AM_N,1516-cexiting-2.xlsx,1516,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,Idaho,25,2,3,0,4,0,2,2,0,9,3
AM_N,1516-cexiting-2.xlsx,1516,Illinois,13,1,0,0,2,0,1,1,0,5,3
AM_N,1516-cexiting-2.xlsx,1516,Indiana,7,0,2,0,0,1,0,0,NA,2,2
AM_N,1516-cexiting-2.xlsx,1516,Iowa,27,2,4,0,4,1,1,0,NA,14,1
AM_N,1516-cexiting-2.xlsx,1516,Kansas,19,1,3,0,2,1,0,2,NA,8,2
AM_N,1516-cexiting-2.xlsx,1516,Kentucky,7,1,0,0,1,1,1,0,0,3,0
AM_N,1516-cexiting-2.xlsx,1516,Louisiana,5,0,2,0,0,0,0,0,NA,3,0
AM_N,1516-cexiting-2.xlsx,1516,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,Maryland,16,5,3,0,1,1,0,0,4,1,1
AM_N,1516-cexiting-2.xlsx,1516,Massachusetts,18,5,0,0,1,0,1,0,NA,9,2
AM_N,1516-cexiting-2.xlsx,1516,Michigan,73,8,12,0,3,8,2,2,NA,28,10
AM_N,1516-cexiting-2.xlsx,1516,Minnesota,140,3,20,1,7,13,10,0,NA,52,34
AM_N,1516-cexiting-2.xlsx,1516,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,Missouri,11,0,0,0,3,1,1,0,NA,5,1
AM_N,1516-cexiting-2.xlsx,1516,Montana,123,16,18,1,16,3,6,14,0,27,22
AM_N,1516-cexiting-2.xlsx,1516,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,Nevada,26,2,2,0,3,0,3,4,0,9,3
AM_N,1516-cexiting-2.xlsx,1516,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,New Jersey,14,2,1,0,2,0,2,1,NA,5,1
AM_N,1516-cexiting-2.xlsx,1516,New Mexico,402,64,38,1,16,26,43,18,0,140,56
AM_N,1516-cexiting-2.xlsx,1516,New York,69,4,7,0,1,3,4,12,13,21,4
AM_N,1516-cexiting-2.xlsx,1516,North Carolina,86,16,4,0,0,12,1,5,NA,39,9
AM_N,1516-cexiting-2.xlsx,1516,North Dakota,87,11,0,1,1,4,19,8,NA,37,6
AM_N,1516-cexiting-2.xlsx,1516,Northern Marianas,0,0,0,0,0,0,0,0,0,0,0
AM_N,1516-cexiting-2.xlsx,1516,Ohio,41,7,1,0,3,3,3,5,NA,16,3
AM_N,1516-cexiting-2.xlsx,1516,Oklahoma,144,21,16,0,2,3,4,21,0,60,17
AM_N,1516-cexiting-2.xlsx,1516,Oregon,24,0,3,0,1,0,0,0,0,13,7
AM_N,1516-cexiting-2.xlsx,1516,Pennsylvania,21,1,7,0,1,1,0,2,NA,9,0
AM_N,1516-cexiting-2.xlsx,1516,Puerto Rico,0,0,0,0,0,0,0,0,NA,0,0
AM_N,1516-cexiting-2.xlsx,1516,Rhode Island,7,0,2,0,0,0,0,0,0,4,1
AM_N,1516-cexiting-2.xlsx,1516,South Carolina,7,1,0,0,1,1,0,0,NA,4,0
AM_N,1516-cexiting-2.xlsx,1516,South Dakota,185,28,6,1,6,8,27,3,NA,100,6
AM_N,1516-cexiting-2.xlsx,1516,Tennessee,8,0,1,0,3,0,0,1,0,3,0
AM_N,1516-cexiting-2.xlsx,1516,Texas,36,4,8,0,3,1,1,4,NA,8,7
AM_N,1516-cexiting-2.xlsx,1516,Utah,50,8,5,0,6,1,0,7,NA,18,5
AM_N,1516-cexiting-2.xlsx,1516,Vermont,0,0,0,0,0,0,0,0,NA,0,0
AM_N,1516-cexiting-2.xlsx,1516,Virgin Islands,0,0,0,0,0,0,0,0,0,0,0
AM_N,1516-cexiting-2.xlsx,1516,Virginia,10,0,2,0,2,1,2,0,NA,3,0
AM_N,1516-cexiting-2.xlsx,1516,Washington,111,17,8,1,4,7,10,11,NA,37,16
AM_N,1516-cexiting-2.xlsx,1516,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM_N,1516-cexiting-2.xlsx,1516,Wisconsin,64,12,9,1,1,1,6,8,0,20,6
AM_N,1516-cexiting-2.xlsx,1516,Wyoming,38,9,4,0,4,0,1,3,NA,16,1
AM_N,1516-cexiting-2.xlsx,1516,US and Outlying Areas,2603,347,245,18,128,125,180,216,25,1007,312
AS_N,1516-cexiting-2.xlsx,1516,Alabama,46,2,4,0,3,4,1,3,NA,21,8
AS_N,1516-cexiting-2.xlsx,1516,Alaska,27,4,2,0,0,2,0,3,0,7,9
AS_N,1516-cexiting-2.xlsx,1516,American Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS_N,1516-cexiting-2.xlsx,1516,Arizona,118,7,3,0,13,6,4,8,NA,61,16
AS_N,1516-cexiting-2.xlsx,1516,Arkansas,12,0,0,0,1,1,2,0,0,7,1
AS_N,1516-cexiting-2.xlsx,1516,California,1541,61,855,2,24,0,144,419,NA,30,6
AS_N,1516-cexiting-2.xlsx,1516,Colorado,165,5,23,1,9,7,15,15,NA,66,24
AS_N,1516-cexiting-2.xlsx,1516,Connecticut,190,8,10,0,21,9,13,4,NA,93,32
AS_N,1516-cexiting-2.xlsx,1516,Delaware,37,4,4,0,4,0,1,4,0,16,4
AS_N,1516-cexiting-2.xlsx,1516,District of Columbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS_N,1516-cexiting-2.xlsx,1516,Florida,295,19,12,0,27,4,3,53,NA,143,34
AS_N,1516-cexiting-2.xlsx,1516,Georgia,129,11,0,1,8,7,9,15,0,61,17
AS_N,1516-cexiting-2.xlsx,1516,Guam,19,1,2,1,1,2,1,1,NA,9,1
AS_N,1516-cexiting-2.xlsx,1516,Hawaii,517,22,69,1,19,38,26,114,NA,143,85
AS_N,1516-cexiting-2.xlsx,1516,Idaho,26,2,1,0,6,5,1,3,0,8,0
AS_N,1516-cexiting-2.xlsx,1516,Illinois,709,29,114,0,40,7,53,60,0,313,93
AS_N,1516-cexiting-2.xlsx,1516,Indiana,165,2,31,2,15,7,7,14,NA,44,43
AS_N,1516-cexiting-2.xlsx,1516,Iowa,90,2,5,1,9,0,23,1,NA,29,20
AS_N,1516-cexiting-2.xlsx,1516,Kansas,102,2,9,0,11,3,3,6,NA,48,20
AS_N,1516-cexiting-2.xlsx,1516,Kentucky,65,2,7,1,8,5,9,3,0,29,1
AS_N,1516-cexiting-2.xlsx,1516,Louisiana,50,3,5,0,4,2,1,4,NA,25,6
AS_N,1516-cexiting-2.xlsx,1516,Maine,0,0,0,0,0,0,0,0,NA,0,0
AS_N,1516-cexiting-2.xlsx,1516,Maryland,518,14,131,3,32,2,4,16,116,123,77
AS_N,1516-cexiting-2.xlsx,1516,Massachusetts,1077,59,172,0,90,17,98,0,NA,483,158
AS_N,1516-cexiting-2.xlsx,1516,Michigan,157,14,21,0,16,9,4,10,NA,58,25
AS_N,1516-cexiting-2.xlsx,1516,Minnesota,242,2,12,1,9,29,18,0,NA,141,30
AS_N,1516-cexiting-2.xlsx,1516,Mississippi,24,0,1,0,2,3,2,3,NA,9,4
AS_N,1516-cexiting-2.xlsx,1516,Missouri,90,0,5,1,8,4,5,4,NA,44,19
AS_N,1516-cexiting-2.xlsx,1516,Montana,5,0,1,0,0,0,0,0,0,3,1
AS_N,1516-cexiting-2.xlsx,1516,Nebraska,26,3,1,0,2,0,0,0,15,3,2
AS_N,1516-cexiting-2.xlsx,1516,Nevada,141,14,7,0,14,0,5,14,0,50,37
AS_N,1516-cexiting-2.xlsx,1516,New Hampshire,58,2,8,0,11,1,2,4,0,27,3
AS_N,1516-cexiting-2.xlsx,1516,New Jersey,993,43,69,0,72,13,86,134,NA,407,169
AS_N,1516-cexiting-2.xlsx,1516,New Mexico,49,3,10,0,8,0,2,2,0,12,12
AS_N,1516-cexiting-2.xlsx,1516,New York,1819,22,105,6,70,51,12,262,671,502,118
AS_N,1516-cexiting-2.xlsx,1516,North Carolina,221,13,13,1,20,4,6,45,NA,78,41
AS_N,1516-cexiting-2.xlsx,1516,North Dakota,9,0,0,0,2,0,1,1,NA,5,0
AS_N,1516-cexiting-2.xlsx,1516,Northern Marianas,17,0,2,0,1,0,2,0,0,11,1
AS_N,1516-cexiting-2.xlsx,1516,Ohio,202,7,21,0,19,10,14,17,NA,90,24
AS_N,1516-cexiting-2.xlsx,1516,Oklahoma,63,3,9,1,3,3,1,12,0,23,8
AS_N,1516-cexiting-2.xlsx,1516,Oregon,106,6,7,1,15,4,0,1,0,52,20
AS_N,1516-cexiting-2.xlsx,1516,Pennsylvania,523,11,130,0,37,9,13,37,NA,226,60
AS_N,1516-cexiting-2.xlsx,1516,Puerto Rico,0,0,0,0,0,0,0,0,NA,0,0
AS_N,1516-cexiting-2.xlsx,1516,Rhode Island,42,4,4,0,2,1,3,2,0,20,6
AS_N,1516-cexiting-2.xlsx,1516,South Carolina,44,1,4,0,2,4,5,6,NA,19,3
AS_N,1516-cexiting-2.xlsx,1516,South Dakota,21,0,3,0,1,1,3,1,NA,12,0
AS_N,1516-cexiting-2.xlsx,1516,Tennessee,102,3,5,1,6,6,5,13,0,47,16
AS_N,1516-cexiting-2.xlsx,1516,Texas,716,39,65,2,47,11,31,66,NA,237,218
